35~39,Male,*,*,Adm-clerical
50~54,Male,*,*,Exec-managerial
35~39,Male,*,*,Handlers-cleaners
50~54,Male,*,*,Handlers-cleaners
25~29,Female,*,*,Prof-specialty
35~39,Female,*,*,Exec-managerial
45~49,Female,*,*,Other-service
50~54,Male,*,*,Exec-managerial
30~34,Female,*,*,Prof-specialty
40~44,Male,*,*,Exec-managerial
35~39,Male,*,*,Exec-managerial
30~34,Male,*,*,Prof-specialty
20~24,Female,*,*,Adm-clerical
30~34,Male,*,*,Sales
30~34,Male,*,*,Transport-moving
25~29,Male,*,*,Farming-fishing
30~34,Male,*,*,Machine-op-inspct
35~39,Male,*,*,Sales
40~44,Female,*,*,Exec-managerial
40~44,Male,*,*,Prof-specialty
50~54,Female,*,*,Other-service
35~39,Male,*,*,Farming-fishing
40~44,Male,*,*,Transport-moving
55~59,Female,*,*,Tech-support
55~59,Male,*,*,Tech-support
15~19,Male,*,*,Craft-repair
35~39,Male,*,*,Exec-managerial
45~49,Male,*,*,Craft-repair
20~24,Male,*,*,Protective-serv
20~24,Male,*,*,Sales
45~49,Male,*,*,Exec-managerial
30~34,Male,*,*,Adm-clerical
20~24,Male,*,*,Other-service
45~49,Male,*,*,Machine-op-inspct
20~24,Male,*,*,Machine-op-inspct
15~19,Female,*,*,Adm-clerical
45~49,Male,*,*,Prof-specialty
30~34,Male,*,*,Machine-op-inspct
50~54,Male,*,*,Prof-specialty
20~24,Male,*,*,Tech-support
45~49,Female,*,*,Adm-clerical
25~29,Male,*,*,Handlers-cleaners
55~59,Male,*,*,Prof-specialty
50~54,Male,*,*,Machine-op-inspct
40~44,Female,*,*,Exec-managerial
40~44,Male,*,*,Craft-repair
25~29,Male,*,*,Prof-specialty
25~29,Female,*,*,Exec-managerial
45~49,Female,*,*,Prof-specialty
50~54,Male,*,*,Exec-managerial
45~49,Male,*,*,Exec-managerial
40~44,Male,*,*,Tech-support
45~49,Male,*,*,Machine-op-inspct
35~39,Male,*,*,Other-service
40~44,Male,*,*,Adm-clerical
30~34,Male,*,*,Machine-op-inspct
30~34,Male,*,*,Sales
45~49,Male,*,*,Transport-moving
40~44,Male,*,*,Prof-specialty
25~29,Male,*,*,Tech-support
35~39,Male,*,*,Craft-repair
25~29,Female,*,*,Adm-clerical
50~54,Female,*,*,Adm-clerical
45~49,Male,*,*,Exec-managerial
15~19,Male,*,*,Prof-specialty
30~34,Female,*,*,Sales
25~29,Male,*,*,Sales
20~24,Male,*,*,Machine-op-inspct
75~79,Male,*,*,Prof-specialty
25~29,Male,*,*,Other-service
40~44,Male,*,*,Adm-clerical
15~19,Female,*,*,Other-service
30~34,Male,*,*,Farming-fishing
15~19,Male,*,*,Sales
50~54,Male,*,*,Other-service
45~49,Female,*,*,Other-service
55~59,Male,*,*,Sales
40~44,Female,*,*,Craft-repair
50~54,Female,*,*,Sales
45~49,Male,*,*,Protective-serv
30~34,Male,*,*,Prof-specialty
30~34,Male,*,*,Sales
40~44,Female,*,*,Prof-specialty
55~59,Male,*,*,Prof-specialty
35~39,Female,*,*,Craft-repair
25~29,Female,*,*,Machine-op-inspct
30~34,Male,*,*,Protective-serv
25~29,Male,*,*,Handlers-cleaners
45~49,Male,*,*,Prof-specialty
35~39,Male,*,*,Sales
45~49,Female,*,*,Exec-managerial
30~34,Male,*,*,Other-service
75~79,Male,*,*,Exec-managerial
40~44,Male,*,*,Exec-managerial
45~49,Female,*,*,Prof-specialty
20~24,Female,*,*,Tech-support
25~29,Male,*,*,Craft-repair
30~34,Male,*,*,Craft-repair
30~34,Male,*,*,Handlers-cleaners
30~34,Female,*,*,Adm-clerical
40~44,Male,*,*,Handlers-cleaners
20~24,Male,*,*,Sales
35~39,Male,*,*,Prof-specialty
55~59,Male,*,*,Other-service
25~29,Female,*,*,Sales
35~39,Female,*,*,Machine-op-inspct
50~54,Male,*,*,Handlers-cleaners
55~59,Male,*,*,Sales
45~49,Male,*,*,Craft-repair
55~59,Male,*,*,Sales
20~24,Male,*,*,Craft-repair
20~24,Female,*,*,Other-service
40~44,Male,*,*,Exec-managerial
30~34,Male,*,*,Exec-managerial
25~29,Male,*,*,Prof-specialty
15~19,Male,*,*,Other-service
45~49,Female,*,*,Exec-managerial
20~24,Female,*,*,Adm-clerical
30~34,Male,*,*,Adm-clerical
35~39,Male,*,*,Craft-repair
25~29,Female,*,*,Sales
20~24,Female,*,*,Other-service
35~39,Male,*,*,Craft-repair
35~39,Male,*,*,Sales
45~49,Female,*,*,Tech-support
35~39,Male,*,*,Prof-specialty
40~44,Male,*,*,Craft-repair
25~29,Female,*,*,Adm-clerical
20~24,Male,*,*,Sales
45~49,Male,*,*,Craft-repair
60~64,Male,*,*,Craft-repair
25~29,Female,*,*,Sales
15~19,Male,*,*,Other-service
45~49,Female,*,*,Prof-specialty
70~74,Male,*,*,Tech-support
30~34,Female,*,*,Transport-moving
20~24,Male,*,*,Other-service
35~39,Female,*,*,Other-service
60~64,Male,*,*,Craft-repair
45~49,Female,*,*,Adm-clerical
30~34,Female,*,*,Adm-clerical
30~34,Female,*,*,Exec-managerial
20~24,Male,*,*,Craft-repair
45~49,Male,*,*,Craft-repair
20~24,Male,*,*,Handlers-cleaners
70~74,Male,*,*,Sales
25~29,Male,*,*,Craft-repair
40~44,Male,*,*,Other-service
25~29,Female,*,*,Other-service
40~44,Female,*,*,Exec-managerial
25~29,Female,*,*,Exec-managerial
45~49,Male,*,*,Sales
35~39,Female,*,*,Other-service
35~39,Male,*,*,Exec-managerial
45~49,Male,*,*,Protective-serv
15~19,Male,*,*,Handlers-cleaners
65~69,Female,*,*,Prof-specialty
25~29,Male,*,*,Other-service
25~29,Male,*,*,Protective-serv
50~54,Male,*,*,Sales
25~29,Male,*,*,Craft-repair
25~29,Male,*,*,Prof-specialty
25~29,Female,*,*,Sales
20~24,Male,*,*,Craft-repair
30~34,Male,*,*,Handlers-cleaners
15~19,Male,*,*,Other-service
30~34,Male,*,*,Prof-specialty
40~44,Male,*,*,Exec-managerial
40~44,Female,*,*,Adm-clerical
30~34,Male,*,*,Craft-repair
40~44,Male,*,*,Machine-op-inspct
35~39,Male,*,*,Adm-clerical
30~34,Male,*,*,Adm-clerical
40~44,Female,*,*,Exec-managerial
30~34,Female,*,*,Prof-specialty
55~59,Male,*,*,Prof-specialty
35~39,Female,*,*,Machine-op-inspct
20~24,Male,*,*,Machine-op-inspct
40~44,Male,*,*,Craft-repair
45~49,Male,*,*,Tech-support
40~44,Male,*,*,Tech-support
20~24,Male,*,*,Transport-moving
35~39,Male,*,*,Craft-repair
40~44,Female,*,*,Exec-managerial
35~39,Male,*,*,Prof-specialty
20~24,Male,*,*,Sales
25~29,Female,*,*,Prof-specialty
50~54,Male,*,*,Exec-managerial
40~44,Female,*,*,Prof-specialty
35~39,Female,*,*,Adm-clerical
15~19,Female,*,*,Sales
35~39,Male,*,*,Other-service
35~39,Male,*,*,Craft-repair
